candidate_idx,conversation_id,message_count,duration_minutes,flags,dialogue_text,primary_intent,escalation_needed,escalation_rationale,evidence_notes,ambiguity_notes
55,1996630,3,160.2,Clean; Branching,"[Turn 0 | CUSTOMER | @590392 | 2017-11-26 07:55:34] (root):
@Tesco sold 5 days after best before date has expired? #fuming #buyerbeware #foodpoisoning #Tesco #offfood #tradingstandards #watchdog https://t.co/vg8uZm6n3y

[Turn 1 | TESCO | @Tesco | 2017-11-26 10:35:32] (in reply to 1996630):
@590392 Hi Elizabeth, we try to make sure our products are always in date. We check product dates on delivery, during the re-stocking of shelves and while they're on display, so I’m disappointed you have found an out of date product. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-26 10:35:44] (in reply to 1996630):
@590392 If you need a replacement joint please return to store with your receipt for this to happen. The issue will also be addressed with the colleagues responsible for checking the dates on the meat too. If you can't return please let us know 2/2",product_quality_and_safety,escalate,product_safety_investigation,"Meat joint sold 5 days past best before, #foodpoisoning",
56,2008437,3,127.9,Clean,"[Turn 0 | CUSTOMER | @593901 | 2017-11-04 15:49:31] (root):
@Tesco The baby changing was absolutely disgusting at Surrey Quays! No soap, hand dryer broke, no blue rollers, bins full of objects 😡

[Turn 1 | TESCO | @Tesco | 2017-11-04 16:58:24] (in reply to 2008437):
@593901 Hi, I'm very sorry to learn that the baby changing facility was not clean. I have spoken with the store and they will sort it. TY - Eve

[Turn 2 | CUSTOMER | @593901 | 2017-11-04 17:57:26] (in reply to 2008435):
@Tesco Thanks v much 👍👍",store_experience_and_staff,do_not_escalate,none,"Store: Surrey Quays, baby changing facility cleanliness",
57,2138013,3,50.9,Clean,"[Turn 0 | CUSTOMER | @628866 | 2017-11-08 21:36:14] (root):
@tesco please resist temptation to say you dont know about problem. Everyone else does

[Turn 1 | TESCO | @Tesco | 2017-11-08 21:37:45] (in reply to 2138013):
@628866 Hi Alex, we're working on getting a fix for this no later than March 2018. Kind regards - Rhys

[Turn 2 | CUSTOMER | @628866 | 2017-11-08 22:27:09] (in reply to 2138011):
@Tesco Whooah - thank you.",general_feedback_and_chitchat,do_not_escalate,none,,Vague reference to unspecified ongoing issue; resolved with timeline
58,2177051,3,175.3,Clean; Branching,"[Turn 0 | CUSTOMER | @638097 | 2017-11-09 12:14:53] (root):
@Tesco can u tell me if Tesco Alloa will be stocking these? https://t.co/RngmMqKNZP

[Turn 1 | TESCO | @Tesco | 2017-11-09 15:10:09] (in reply to 2177051):
@638097 Hi there, we were selling them in Alloa before and they are currently out of stock. We do expect them to return to our shelves. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-09 15:10:11] (in reply to 2177051):
@638097 I'm afraid we cannot give a definitive date on when they will be back in stock. Please keep an eye out in store. TY - Rhuari 2/2",stock_and_availability,do_not_escalate,none,Store: Alloa,
59,2437393,3,86.2,Clean; Branching,"[Turn 0 | CUSTOMER | @699202 | 2017-10-29 14:12:24] (root):
@Tesco #tiverton #Superbservice hr ago from young man on fruit dept. Got me fresh jaffas without me asking. Proactive &amp; great advert 4 Tesco

[Turn 1 | TESCO | @Tesco | 2017-10-29 15:38:35] (in reply to 2437393):
@699202 Hi Davina, I'm so glad to hear my colleague was so helpful! I'm sure he'd be delighted to hear he made such a difference. 1/2

[Turn 2 | TESCO | @Tesco | 2017-10-29 15:38:38] (in reply to 2437393):
@699202 Could you please DM his name/description so we can tell him what a great job he did? :) - Robyn 2/2",store_experience_and_staff,escalate,requires_pii_or_dm,Store: Tiverton; staff compliment,
60,2445577,3,380.0,Clean; Branching,"[Turn 0 | CUSTOMER | @701147 | 2017-11-14 18:47:12] (root):
@Tesco customer service is appalling. Sent a completely different item to what I ordered. 10 days and 4 phone calls later still no refund

[Turn 1 | TESCO | @Tesco | 2017-11-15 01:07:02] (in reply to 2445577):
@701147 Hi Katie, thanks for contacting us today. I am sorry to hear that you have not received the correct items on your order. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-15 01:07:12] (in reply to 2445577):
@701147 Please can you DM your full name, address and order number? I can then look into this for you. - Ceri 2/2",delivery_and_orders,escalate,requires_pii_or_dm,Wrong item sent; refund pending 10 days,
61,2479302,3,63.8,Clean; Branching,"[Turn 0 | CUSTOMER | @133008 | 2017-11-15 14:08:39] (root):
@Tesco you might want to check your 6/12/2018 chicken cat sticks. Just opened two for my cat and they were both mouldy. 5/3/19 pack is fine.

[Turn 1 | TESCO | @Tesco | 2017-11-15 15:12:20] (in reply to 2479302):
@133008 Hi Rachel, thank you for letting us know. I would like to log your feedback on our systems for review and issue a refund. Could you please DM us time and store of visit and product barcode? 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-15 15:12:25] (in reply to 2479302):
@133008 Would you like the Moneycard via post or e-mail? TY - Eve 2/2",product_quality_and_safety,escalate,refund_or_compensation,Cat treats mouldy; Moneycard offered,
62,2654034,3,273.7,Clean; Branching,"[Turn 0 | CUSTOMER | @748387 | 2017-11-18 23:49:40] (root):
Got these from @Tesco and their out of date not happy with #tesco #disappointed https://t.co/Vaapd5zoBP

[Turn 1 | TESCO | @Tesco | 2017-11-19 04:23:17] (in reply to 2654034):
@748387 I'm sorry you were able to purchase a product that was out of date Tauseef. I can understand your concerns. I'd like to issue a refund &amp; pass your comments to our Management Team so this can be addressed. Please DM some information? 1/2 https://t.co/py5Z991Bme

[Turn 2 | TESCO | @Tesco | 2017-11-19 04:23:24] (in reply to 2654034):
@748387 Your full name, address, email address, barcode, price paid, date code and clear copy of your receipt? Also the supplier code(SC), would it be ok to pass your details to our supplier? Would you prefer your refund via the post or email? 2/2",product_quality_and_safety,escalate,refund_or_compensation,Out of date product; refund offered,
63,2654071,3,277.9,Clean; Branching,"[Turn 0 | CUSTOMER | @748397 | 2017-11-18 22:53:26] (root):
@Tesco Hi there...just wanted to say it's really disappointing that every single Christmas dessert in the Festive food magazine has a peanut &amp; nuts disclaimer contained. It makes it difficult to Xmas food shop when a family member has a nut allergy !

[Turn 1 | TESCO | @Tesco | 2017-11-19 03:31:15] (in reply to 2654071):
@748397 Hi Lee-Ann, I'm really sorry for the disappointment caused. We advise this as the products may be manufactured in an environment where nut based products are also made. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-19 03:31:20] (in reply to 2654071):
@748397 Are there any particular desserts you were looking to try? I'd be happy to look for alternatives outside of our Festive Food range! - Emma 2/2",product_quality_and_safety,do_not_escalate,none,Nut allergy disclaimer on Christmas desserts,
64,2699438,3,817.3,Clean; Multi-Customer,"[Turn 0 | CUSTOMER | @510727 | 2017-11-26 10:00:28] (root):
@Tesco well that’s rubbish. Just signed up for delivery saver but can’t book a Christmas slot as I had to have signed up by 23rd November 😡

[Turn 1 | TESCO | @Tesco | 2017-11-26 22:34:35] (in reply to 2699438):
@510727 Hi there, thank you for getting in touch, I'm really sorry for any disappointment caused however, you would have needed to have signed up to a paid Delivery Saver plan by the 23rd November to have access to priority slots. TY- Hannah.

[Turn 2 | CUSTOMER | @135301 | 2017-11-26 23:37:44] (in reply to 2699436):
@Tesco @510727 There's no con like a Tescon con",delivery_and_orders,do_not_escalate,none,Delivery Saver Christmas slot signup deadline,
65,2712827,3,348.4,Clean; Branching,"[Turn 0 | CUSTOMER | @761610 | 2017-11-19 21:23:42] (root):
@Tesco @123088 Why is there a bug in my blueberries? https://t.co/xps8Um6EVr

[Turn 1 | TESCO | @Tesco | 2017-11-20 03:11:13] (in reply to 2712827):
@761610 Hi Shelley, oh dear! I can understand how unpleasant this must have been. I'd like to document your feedback and refund you, to do this can you DM your full name, full address and email address? 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-20 03:12:03] (in reply to 2712827):
@761610 Can you include the barcode, date code, supplier code, price paid, store purchased from and if you're happy for me to pass your details on to our supplier? Ty - James 2/2 https://t.co/py5Z991Bme",product_quality_and_safety,escalate,product_safety_investigation,Live insect in blueberries,
66,2939814,3,305.8,Clean; Multi-Customer,"[Turn 0 | CUSTOMER | @812519 | 2017-11-29 08:50:30] (root):
. @Tesco 's inability to manage demand for cinammon swirls at its City Road Express branch is very irksome.

[Turn 1 | TESCO | @Tesco | 2017-11-29 13:01:01] (in reply to 2939814):
@812519 Hi there, can you please provide me with some more details by DM? Your full name and title? Address including the postcode? Also can you advise which store you are having trouble getting the Cinnamon swirls at? Thanks - Maggie

[Turn 2 | CUSTOMER | @812520 | 2017-11-29 13:56:18] (in reply to 2939812):
@Tesco @812519  https://t.co/GfwcIu51gb",stock_and_availability,escalate,requires_pii_or_dm,Store: City Road Express; cinnamon swirls,
67,2982101,3,346.7,Clean,"[Turn 0 | CUSTOMER | @639191 | 2017-11-29 23:26:10] (root):
why does greenock @Tesco fuel station close randomly with no apparent reason, fuel ‘24 hours’ when the port one never closes? Absolute get it sorted, I’ve came out specifically for fuel and it’s shut ?

[Turn 1 | CUSTOMER | @639191 | 2017-11-29 23:31:01] (in reply to 2982101):
@Tesco eh, hi I can see your staff just standing there what is the point in this ??? @Tesco https://t.co/uJD83MWyN1

[Turn 2 | TESCO | @Tesco | 2017-11-30 05:12:51] (in reply to 2982100):
@639191 Hi there, I'm sorry that my colleagues closed early. Could you please tell me when you filmed this as I'd like to discuss this with my colleagues on the Management Team. TY - Paul",store_experience_and_staff,do_not_escalate,none,Store: Greenock petrol station hours/staff issue,
68,398520,3,54.9,Clean,"[Turn 0 | CUSTOMER | @210240 | 2017-11-17 13:31:30] (root):
Been researching and creating Christmas menus today, I’ve got all the drinks sorted just thinking about food now.

[Turn 1 | CUSTOMER | @210240 | 2017-11-17 13:32:17] (in reply to 398520):
Doing a turkey, bacon, Brie &amp; cranberry toasted ciabatta but want something exciting for veggies. Did think just toasted Brie &amp; cranberry?

[Turn 2 | TESCO | @Tesco | 2017-11-17 14:26:21] (in reply to 398519):
@210240 Is this for a main meal? We have some ideas here
#EveryonesWelcome 💚
https://t.co/28KBOEFAmp",general_feedback_and_chitchat,do_not_escalate,none,,
69,659601,3,212.4,Clean; Branching,"[Turn 0 | CUSTOMER | @277070 | 2017-11-22 20:05:03] (root):
@Tesco I have just tried checking out using the app on my tablet and keep getting page not found error after putting payment details in. Is there an issue ?

[Turn 1 | TESCO | @Tesco | 2017-11-22 23:37:26] (in reply to 659601):
@277070 Hi Lisa, I'm sorry you're having difficulty checking out. I appreciate this must be frustrating and I'd like to resolve this for you 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-22 23:37:29] (in reply to 659601):
@277070 Can you please try clearing the cache and cookies on your device to see if this helps? Kind regards - Aneurin 2/2",website_and_app_technical,do_not_escalate,none,App checkout page-not-found error,
70,684992,3,41.0,Clean,"[Turn 0 | CUSTOMER | @283491 | 2017-11-23 11:53:22] (root):
@Tesco Hi just ordering my turkey, have joined &amp; upgraded to delivery saver for Xmas slots but can't see any available yet? When will they be released please 😊

[Turn 1 | TESCO | @Tesco | 2017-11-23 12:34:00] (in reply to 684992):
@283491 Hello, let me have a look into this for you now. Can you please DM us your full name, email address and full home address details from your account and I will provide you with all the information required. Thanks - Ross.

[Turn 2 | CUSTOMER | @283491 | 2017-11-23 12:34:23] (in reply to 684990):
@Tesco Will do",delivery_and_orders,escalate,requires_pii_or_dm,Delivery Saver Christmas slot availability,
71,83751,3,187.1,Clean; Branching,"[Turn 0 | CUSTOMER | @134401 | 2017-11-30 10:36:52] (root):
@Tesco @123088 You can definitely train ur staff better 2 look after your trolley 🛒 when it's on the road. I mentioned to a staff on the way to the shop, on the way back still their while a staff having a fagg next to it.. And he walked away.#tescospitalhill #cleansheffield https://t.co/nf0hwl0Pfc

[Turn 1 | TESCO | @Tesco | 2017-11-30 13:43:55] (in reply to 83751):
@134401 Hi Blessan, thank you for bringing this to our attention. I have tried contacting the store regarding your concerns but I'm having trouble reaching anyone. I have sent the Store Manager an email to have this investigated. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-30 13:43:58] (in reply to 83751):
@134401 I will keep in touch in the meantime and keep trying our store. I hope this helps and thank you for your patience. Kind Regards - Brooke 2/2",store_experience_and_staff,escalate,formal_complaint,Store: Sheffield; staff conduct with trolley left unattended,
72,901766,3,739.1,Clean; Branching,"[Turn 0 | CUSTOMER | @334074 | 2017-10-20 12:10:22] (root):
Help @Tesco!Have ordered a toy and stupidly didn't check delivery address. Just been told it's been despatched, can I change address?!

[Turn 1 | TESCO | @Tesco | 2017-10-21 00:28:48] (in reply to 901766):
@334074 Hi Kirtsy, thanks for taking the time to get in touch. Sadly my Tesco Direct colleagues have finished for the evening. 1/2

[Turn 2 | TESCO | @Tesco | 2017-10-21 00:29:31] (in reply to 901766):
@334074 One of my colleagues will be in touch later today to help resolve this for you. TY - Paul. 2/2",delivery_and_orders,do_not_escalate,none,"Toy order wrong delivery address, Tesco Direct",
73,946962,3,270.3,Clean; Branching,"[Turn 0 | CUSTOMER | @344558 | 2017-10-13 20:20:16] (root):
@Tesco 286260059. Delivery tonight while on holiday. Fantastic customer service by driver Lewis. Can you pass this to his manager? Thanks.

[Turn 1 | TESCO | @Tesco | 2017-10-14 00:49:55] (in reply to 946962):
@344558 Hi Josh, thank you for getting in touch and for your kind comments regarding my colleague. Can you please DM some info? 1/2

[Turn 2 | TESCO | @Tesco | 2017-10-14 00:50:33] (in reply to 946962):
@344558 I require your full name, address and email. I will pass your feedback on to the store. TY - Chris 2/2",delivery_and_orders,escalate,requires_pii_or_dm,Delivery driver compliment,
74,1037556,4,16.3,Clean; Branching,"[Turn 0 | CUSTOMER | @365449 | 2017-10-14 18:37:55] (root):
Sorry, Tesco! Unfortunately I don't have any frindds 😩Thanks for reminding me 🙃@Tesco https://t.co/6Q3ggLvWpK

[Turn 1 | TESCO | @Tesco | 2017-10-14 18:53:42] (in reply to 1037556):
@365449 Hi Tasha, I'm sorry about the error there, I'd like to report this to be changed. Can you please send a photo of the packaging info? 1/3

[Turn 2 | TESCO | @Tesco | 2017-10-14 18:53:52] (in reply to 1037556):
@365449 Also can you please DM your name, address, cost and store it was from? 2/3

[Turn 3 | TESCO | @Tesco | 2017-10-14 18:54:15] (in reply to 1037556):
@365449 Would it be OK to share these details with the supplier? Thanks -  Marian 3/3",product_quality_and_safety,escalate,requires_pii_or_dm,Product packaging description error,
75,1128911,4,192.6,Clean; Branching,"[Turn 0 | CUSTOMER | @386120 | 2017-10-14 12:32:32] (root):
Hi @Tesco do you use your leftover lettuce to make your prepared salads? 🤢 https://t.co/wyRQV7DSQl

[Turn 1 | TESCO | @Tesco | 2017-10-14 15:45:05] (in reply to 1128911):
@386120 Hi, Jess I’m sorry to learn that the salad you've purchased isn’t up to the standards we expect. I would like to look into this for you.1/3

[Turn 2 | TESCO | @Tesco | 2017-10-14 15:45:07] (in reply to 1128911):
@386120 Can you DM me a few details. Can you confirm your name, full address, barcode, expiry date area and photo of the receipt? 2/3

[Turn 3 | TESCO | @Tesco | 2017-10-14 15:45:09] (in reply to 1128911):
@386120 Can I confirm that you are happy for me to pass on your details to our supplier? Thanks – Lee 3/3",product_quality_and_safety,escalate,requires_pii_or_dm,Prepared salad quality concern,
76,1164812,4,169.3,Clean; Branching,"[Turn 0 | CUSTOMER | @141556 | 2017-10-24 18:13:26] (root):
can you please help trace the missing items from a order i have attempted to collect from store twice now! @Tesco

[Turn 1 | TESCO | @Tesco | 2017-10-24 21:02:24] (in reply to 1164812):
@141556 Hi Amy, thanks for getting in touch. I'm sorry that your order is missing some bits and pieces. 1/3

[Turn 2 | TESCO | @Tesco | 2017-10-24 21:02:32] (in reply to 1164812):
@141556 So that I can investigate for you, please can you DM your full name, address, postcode, email address and order number for me? 2/3

[Turn 3 | TESCO | @Tesco | 2017-10-24 21:02:46] (in reply to 1164812):
@141556 I can then check the details and see what we can do to help. I look forward to hearing from you. #Regards - Phil. 3/3",delivery_and_orders,escalate,requires_pii_or_dm,Missing items from Click & Collect order,
